id,text,label
578,"WRU proposes season overhaul  The Welsh Rugby Union wants to restructure the Northern Hemisphere season into four separate blocks.  The season would start with the Celtic League in October, followed by the Heineken Cup in February and March, and the Six Nations moved to April and May. After a nine week break, the WRU then proposes a two-month period of away and home international matches. WRU chairman David Pickering said the structure would end problems of player availability for club and country. He added: ""We feel sure that spectator interest would respond to the impetus of high intensity rugby being played continuously rather than the fragmented timetable currently in operation. ""Equally, we suspect that the sponsors would prefer the sustained interest in a continuous tournament and hopefully, the broadcasters would also enjoy increased exposure."" Moving the Six Nations from its traditional February beginning should also ensure better weather conditions and ""stimulate greater interest in the games and generally provide increased skills and competition and attract greater spectator viewing"", Pickering argued. The plan will be put before the International Rugby Board next month, where four other plans drawn up by independent consultants for a global integrated season will also be discussed. Pickering added: ""It's very early days and there are a number of caveats associated with it - not least the revenue from the broadcasters, which is extremely important. ""We've got a good plan and one which should be judged on its merits.""",0
338,"Souness backs Smith for Scotland  Graeme Souness believes Walter Smith would be the perfect choice to succeed Berti Vogts as Scotland manager.  Souness's former assistant at Rangers is hot favourite to take over from Vogts, who resigned on Monday. ""Walter is most definitely the ideal candidate for that job. He'd be perfect for it,"" Souness told BBC Sport. The Scottish Football Association has appointed Tommy Burns as provisional caretaker-boss for the friendly against Sweden on 17 November. ""He fits the bill because of his knowledge and understanding of the Scotland team and football. He is experienced and has been successful."" Souness added: ""Walter is a real football person, as I know from working with him at Ibrox. ""On top of all that he is a proper human being who would command the instant respect of the players and everyone involved in Scottish football."" Souness joined Sir Alex Ferguson in backing Smith's claims. The Scottish Football Association is about to embark on the search for Vogts successor after appointing Tommy Burns in a caretaker capacity. Ferguson said: ""He (Smith) would be the outstanding candidate as far as I'm concerned. ""You need somebody who knows what they're doing and Walter would bring a wealth of experience to the job."" The Man Utd boss continued: ""I don't know what credentials are needed to do the job but it's a job that needs a lot of experience. ""He was my assistant with Scotland and here at Manchester United and he has also managed Glasgow Rangers. ""He would need to change the whole shape of Scottish football and radical changes are needed."" Smith was assistant to Ferguson at the World Cup in Mexico in 1986. The former Everton and Rangers boss has been out of the game since a spell as Manchester United assistant last term. BBC Sport understands that Smith would be willing to discuss taking over if he was approached by the Scottish FA.  If he is tempted to take over, it seems almost certain Smith's long-time right-hand man Archie Knox would also play a part in the national team set-up. Smith already has the backing of many pundits and fans, including former Scotland manager Craig Brown. Brown said: ""Walter is an outstanding candidate without doubt. ""He would be admirable choice. I spoke to him on Sunday and I got the impression he would take it. He was asking me about it and I was positive."" Other candidates for the job include former Scotland midfielders Gordon Strachan and Gary McAllister and Vogts' assistant Tommy Burns.",2
576,"Robinson wants dual code success  England rugby union captain Jason Robinson has targeted dual code success over Australia on Saturday.  Robinson, a former rugby league international before switching codes in 2000, leads England against Australia at Twickenham at 1430 GMT. And at 1815 GMT, Great Britain's rugby league team take on Australia in the final of the Tri-Nations tournament. ""Beating the Aussies in both games would be a massive achievement, especially for league,"" said Robinson. England have the chance to seal their third autumn international victory after successive wins over Canada and South Africa, as well as gaining revenge for June's 51-15 hammering by the Wallabies. Meanwhile, Great Britain could end 34 years of failure against Australia with victory at Elland Road. Britain have won individual Test matches, but have failed to secure any silverware or win the Ashes (with a series victory) since 1970.  ""They have a great opportunity to land a trophy and it would be a massive boost for rugby league in this country if we won,"" said Robinson. ""I know the boys can do it - they've defeated the Aussies once already in the Tri-Nations."" But Robinson was not losing sight of the task facing his England side in their final autumn international. ""For us, we've played two and won two this November,"" he said. ""If we beat Australia it would be the end to a great autumn series for England. If we stumble then we'll be looking back with a few regrets. Robinson also revealed that the union side had sent the Great Britain team a good luck message ahead of the showdown in Leeds. ""We signed a card for them today and will write them an email on Saturday wishing them all the best,"" said Robinson. ""Everyone has signed the card - a lot of the guys watch league and we support them fully. ""Both games will be very tough and hopefully we'll both do well.""",0
403,"Blues slam Blackburn over Savage  Birmingham have confirmed Blackburn made a bid for Robbie Savage - but managing director Karen Brady has called it ""derisory"".  Rovers have reportedly offered Â£500,000 up front for the Wales star, 30, with the fee rising to Â£2.2m. But Brady told The Sun the bid was ""a waste of fax paper and my time"". She added: ""The way things are going all this could affect the relationship between the clubs. They've got into Robbie's head. But he's not for sale."" Savage's future at Birmingham has been the source of speculation for several weeks, with some fans criticising his performances for the club earlier in the season. However, good displays against West Brom and Aston Villa have impressed Blues fans. ""The crowd gave me a massive standing ovation when I came off on Saturday which was nice,"" he said. ""It was fantastic even though I was criticised by a number of them in recent weeks and on Saturday it showed how much I mean to them. ""It's not for me to say (about transfer rumours), it's between the two clubs. ""I haven't created the speculation myself, I haven't phoned every national newspaper saying, 'Blackburn are trying to buy me'. It's not up to me."" Birmingham manager Steve Bruce insists he does not want to sell Savage. ""A lot is said and written about Sav but he has been terrific for Birmingham City the last two and a half years,"" he said.  ""The fans love him because he epitomises them. He works hard, They like people like that and there are not many like him. ""And why the hell should I sell him to someone else? I am not interested.""",2
84,"Tulu to appear at Caledonian run  Two-time Olympic 10,000 metres champion Derartu Tulu has confirmed she will take part in the BUPA Great Caledonian Run in Edinburgh on 8 May.  The 32-year-old Ethiopian is the first star name to enter the event. Tulu has won the Boston, London and Tokyo Marathons, as well as the world 10,000m title in 2001. ""We are delighted to have secured the services of one the most decorated competitors the sport has ever seen,"" said race director Matthew Turnbull. ""Her record speaks for herself and there are few other women distance runners who would dare compare their pedigree with Tulu's,"" he added. ""She might be 33 next month, but that didn't stop her winning the Olympic 10,000m bronze medal last summer. She's an ultra-consistent championships racer.""",4
94,"Greene to compete in Birmingham  Maurice Greene will go head-to-head with Britain's Olympic gold medallists Mark Lewis-Francis and Jason Gardener over 60m in Birmingham next month.  The race at the National Indoor Arena on 18 February will give Greene the chance to avenge America's 4x100m relay defeat by the British team. Greene, who set the 60m world record of 6.39 seconds in 1998, won bronze in the 100m in Athens. But he was beaten to the line on the relay anchor leg by Lewis-Francis. ""I'm really looking forward to competing in Birmingham again,"" said Greene. ""The support from the crowd at the NIA is always fantastic and I'm sure I can rise to the occasion and produce a great performance.""  Double Olympic gold medallist Kelly Holmes has also signed up to race in Birmingham. Olympic heptathlon champion Carolina Kluft, pole vault world record holder Yelena Isinbayeva and Kenenisa Bekele, the 5,000m and 10,000m world record holder, will also compete.",4
156,"Australia return to winning ways  Second one-day international, Sydney: Australia 261-7 (50 overs) beat New Zealand 244 (47.1 overs) by 17 runs  Adam Gilchrist (60) and Darren Lehmann (52) played the leading roles as the home side totalled 261-7. New Zealand crumbled to 86-6 in reply but Chris Cairns hit 50 off 40 balls and Kyle Mills and Daniel Vettori put on 70 to keep their side in the hunt. But they were eventually all out for 244 and the three-match series will now be decided in Brisbane on Friday. The game came to an end at the start of the 48th over when Chris Harris, who bravely came out to bat in his 250th one-day game despite a shoulder injury, was bowled by a yorker from Glenn McGrath. Mills was left high and dry on 44 not out after a magnificent 26-ball innings, featuring four big sixes. There were plenty of anxious faces among the Australian fans during his ninth wicket stand with Vettori (33), who was finally run out by Ricky Ponting's underarm throw. Home skipper Ponting had earlier chosen to bat after winning the toss and was rewarded as Adam Gilchrist took the attack to the New Zealand seamers. He struck a six and eight fours to reach his half century off only 37 deliveries, before perishing for 60 in cavalier fashion as a pull shot off Scott Styris was caught by Nathan Astle at deep square leg.  Ponting maintained the tempo with a quickfire 32 but his exit, caught at mid-off from the bowling of Mills, sparked a slump which saw Australia decline from 140-2 to 161-6. Matthew Hayden (43) was run out by Mathew Sinclair, Damien Martyn was lbw to Mills for five and Andrew Symonds faced only two balls before he was trapped in front by Vettori. Michael Clarke was next to go for six when he edged a ball from Chris Cairns to keeper Brendon McCullum. But Darren Lehmann and Brad Hogg prevented the innings from going into freefall, adding 74 in 17 overs for the seventh wicket. Lehmann was run out, leaving Hogg (41 not out) and Brett Lee (10 not out) to see the total past 250 to leave the Kiwis facing a tough target.  They made a poor start as Astle was caught behind off Brett Lee for 11 and Sinclair fell victim to Jason Gillespie for 17, with Matthew Hayden taking the catch. Captain Stephen Fleming fell lbw for 34 to left-arm spinner Hogg, who proved the most successful Australian bowler with figures of 3-45. The middle order followed in quick succession and it looked like the home side would wrap things up in double quick time. Cairns counter attacked with two sixes and four fours before Gillespie brought his innings to an end, leaving Mills and Vettori to try and secure an unlikely victory. The required rate came down to a run per ball thanks to Mills' big-hitting exploits, but Harris was greeted by a short-pitched ball aimed at his chest and a ferocious full toss from Lee after Vettori had been dismissed. The veteran, whose suffered a torn rotator cuff while fielding earlier in the game, collected four singles but his gallantry was in vain as McGrath produced the perfect delivery to bring the game to an end.  M Hayden, A Gilchrist (wkt), R Ponting (capt), D Lehmann, D Martyn, A Symonds, M Clarke, B Hogg, J Gillespie, B Lee, G McGrath.  S Fleming (capt), N Astle, M Sinclair, S Styris, H Marshall, J Oram, C Cairns, C Harris, B McCullum (wkt), D Vettori, K Mills.",3
487,"Keane defiant over Vieira bust-up  Manchester United captain Roy Keane has insisted that he does not regret his tunnel bust-up with Arsenal's Patrick Vieira - and would do the same again.  Keane clashed with midfield rival Vieira before United's 4-2 win in the fiery match at Highbury on 1 February. The Irishman stepped in to protect United defender Gary Neville, who rowed with Vieira before the match. ""I'd had enough of Vieira's behaviour and I would do what I did again tomorrow if I had to,"" said Keane. Keane admitted that Neville may also have been at fault over the incident, which added further ill-feeling to an already-tense atmosphere. ""It takes two to tango. Maybe Gary deserves to be chased up a tunnel every now and then - there would be a queue for him, probably,"" he added. ""But you have to draw a line eventually."" Keane said the trouble between Vieira and Neville was more serious than mere name-calling. ""I'm usually first out in the tunnel but I had a problem with my shorts and I was maybe fourth or fifth out and by the time I got down I saw Vieira getting right into Gary Neville again,"" he said. ""I mean physically as well now. I don't mean verbally.""",2
339,"Gallas sees two-horse race  Chelsea's William Gallas believes they will battle it out with Arsenal for the Premiership in the coming months.  ""It'll be a two-horse race all the way to the end of the season because we are both going to give it everything,"" he told BBC Sport. ""You need to be good and you need a lot of luck. You need a bit of both but it will be as hard for the Arsenal players as it is for the Chelsea boys."" ""We know that we have got the power in our hands just now,"" added Gallas.  ""But you never know what is going to happen in football - two seasons ago Manchester United picked up so many points towards the end of the season when they won the title. ""Obviously, nobody at Chelsea wants to come second but you never know what happens in football. ""We will be challenging to come first as much as every Arsenal player will be challenging to come first."" Gallas has been given extra confidence by the impact manager Jose Mourinho has had since taking over as manager during the summer.  And the French international defender believes Mourinho is perfectly suited to boss the squad of Chelsea stars and says his managerial expertise will prevent any player revolt. ""It's only normal when you have got a team put together of such big names that you put the finishing touch to it and the finishing touch at Chelsea is a fantastic manager like Mourinho,"" he said. ""He is the icing on the cake at the club. He has this fantastic knack of thinking of everything. ""Another incredible quality that Mourinho has is that every player, even though the fans may consider them to be a stars, within the dressing-room they are absolutely equal. ""Mourinho reminds everyone but he doesn't have to because he has created a wonderful atmosphere where everybody is playing and laughing every day. ""It is a changed dressing-room from the atmosphere there was last year.""",2
455,"Prinz beats Hamm to Fifa trophy  Germany's Birgit Prinz has been named Fifa women's player of the year for the second year running.  The striker won the vote with 376 points, well ahead of American Mia Hamm (286) and 18-year-old Brazilian Marta (281). Prinz paid tribute to both Hamm and Marta. ""I am delighted to be one of the three nominees,"" she said. ""Mia is nothing less than a role model for women footballers, while Marta represents the future. ""If you saw what she did at the U-19 World Championship, you'll know what I'm talking about."" Prinz, who starred for Germany as they won the World Cup in 2003, was expected to lead her country to Olympic gold in Athens this year. But despite Prinz finishing the tournament as joint top scorer, Germany had to settle for bronze. They began the tournament with an Olympic record 8-0 win over China, with Prinz netting four times. But in the semi-finals, Germany were upset by a Hamm-inspired USA after extra-time.  The USA went on to take gold at the expense of Brazil, with Hamm announcing her retirement immediately after the Games. Prinz's performances for Germany, as well as for club side FFC Frankfurt, led to a well-publicised approach from Perugia president Luciano Gaucci. Gaucci, who had already made headlines for signing the son of Libyan leader Colonel Gaddafi, wanted to make Prinz the first female player to play for a Serie A side. But though she admitted to considering the offer, Prinz turned it down.  ""The comparisons between me and world class men's players are flattering, but I believe they don't fit reality,"" she said. And to Gaucci's reported description of her as ""very beautiful"" with a ""great figure"", Prinz responded: ""I'm not especially suited to be a glamour girl."" The issue of women playing alongside men was brought up again on the day of the Fifa awards.  A second division club in Mexico announced the signing of Maribel Dominguez - but the move was blocked by Fifa. And on Monday, Prinz commented: ""I'm not in favour of mixed sex teams. ""We need to acknowledge the differences, especially at the physical level, and come to terms with them. In any case, other sports don't have mixed teams.""",2
667,"Moya fights back for Indian title  Carlos Moya became the first man to successfully defend the Chennai Open title by beating four-times finalist Paradorn Srichaphan 3-6 6-4 7-6 (7/5).  The Spaniard then donated his Â£28,000 prize money to relief efforts for the victims of the Asian tsunami. The final was close throughout, with Thai second seed Srichaphan - the 2003 winner - closing out the first set. But Moya took the second set, before bouncing back from 5-2 down in the decider to force and win a tie-break. Moya confirmed afterwards: ""I'm donating my prize money from this tournament for the tsunami victims, hoping it makes some difference to their lives. His contribution follows pledges by four other players to donate their prize money from the tournament, which went ahead after the 26 December disaster which has so far claimed at least 150,000 lives. Scrichapan said he would donate an unspecified amount for relief work in Thailand, where more than 5,000 people were killed. The ATP has announced that it would contribute the US$25,000 tournament fee to Unicef's emergency relief fund in Tamil Nadu. The ATP Tour's sponsor, Mercedes, said it would also contribute, increasing the ATP donation to US$40,000.",1
427,"Barwick installed as new FA boss  New Football Association chief executive Brian Barwick has been handed the task of restoring the organisation's credibility.  The FA has suffered with financial problems and the Faria Alam scandal. Sports minister Richard Caborn said: ""Brian's main task will be to restore the respect and authority. ""The FA has taken some knocks and it will be up to him to pick the organisation up again so it is respected by all parts of the game."" One of Barwick's first jobs could be to try to get to the bottom of a claim that Chelsea held an illegal meeting with Arsenal's England defender Ashley Cole on 27 January.  However, it could be that the FA decide to leave that matter to the Premier League, in which case Barwick would certainly have enough to get to grips with. Former chief executive Mark Palios and his communications director Colin Gibson left the FA in August 2004 after revelations both Palios and England coach Sven-Goran Eriksson had affairs with secretary Alam. Even the announcement of Barwick's appointment in November was not straightforward, with a vocal minority of the FA board left furious that the position was not left empty until an independent review had been completed.  Caborn added: ""The most important issue coming up is the independent review by Lord Burns, and Brian will need to act on the recommendations to ensure that a good system of governance is brought into the FA. ""We have 40,000 football clubs in this country, it is our national game, and it is important that the FA has the authority and leadership to deal with the game from the England team at the very top right down to the grass-roots."" Gordon Taylor, chief executive of the Professional Footballers' Association, called for Barwick to include all levels of the game more in the running of the FA. He said: ""It is important that the FA should be a lot more inclusive in their policy-making process. ""The executive board is made up of the Premier League, Football League and grass-roots game but there is no structure that gives proper places for supporters, players, managers or referees' representatives. ""In the past promises have been made by various to include all parts of the game but that wasn't the case and things blew up in their faces.""",2
292,"Cole faces lengthy injury lay-off  Aston Villa's Carlton Cole could be out for six weeks with a knee injury.  The striker, who is on a season-long loan from Chelsea, picked up the knock in an England Under-21 match against Holland earlier this month. ""Carlton will be out of action for four to six weeks after a bad challenge,"" said Villa boss David O'Leary. ""I won't be able to tell you whether he will need an operation until maybe next week. Whether he has an operation has got to be left to Chelsea."" Cole, who also struggled with an ankle problem earlier in the season, was unable to rest because O'Leary had a shortage of strikers. The return to fitness of Darius Vassell after four months out with a broken ankle and the emergence of Luke Moore has alleviated some of the Villa's manager's problems in that department.",2
204,"Pakistan 'to host next Asia Cup'  Pakistan are to host their first Asia Cup one-day tournament next March, according to Pakistan Cricket Board chairman Shaharyar Khan.  Khan told the Reuters agency a decision had been made at Monday's meeting of the Asian Cricket Council in Dubai. He said India, Sri Lanka and Bangladesh have all confirmed their participation, and that qualifiers would also feature. Six teams, including Hong Kong, played in the eighth Asia Cup, in Sri Lanka last year, the hosts triumphing. Pakistan has not hosted any of the previous tournaments, dating back to 1984 because of poor diplomatic relations with neighbours India.",3
718,"Minister digs in over doping row  The Belgian sports minister at the centre of the Svetlana Kuznetsova doping row says he will not apologise for making allegations against her.  Claude Eerdekens claims the US Open champion tested positive for ephedrine at an exhibition event last month. Criticised for making the announcement, he said: ""I will never apologise. This product is banned and it's up to her to explain why it's there."" Kuznetsova says the stimulant may have been in a cold remedy she took. The Russian said she did nothing wrong by taking the medicine during the event. The Women's Tennis Association cleared Kuznetsova of any offence because the drug is not banned when taken out of competition.  Eerdekens said he made the statement in order to protect the other three players that took part in the tournament, Belgian Justine Henin-Hardenne, Nathalie Dechy of France and Russia's Elena Dementieva. But Dechy is fuming that she has been implicated in the row. ""How can you be happy when you see your face on the cover page and talking about doping?"" Dechy said. ""I'm really upset about it and I think the Belgian government did a really bad job about this. ""I think we deserve an apology from the guy. You cannot say anything like this - you cannot say some stuff like this, saying it's one of these girls. This is terrible."" Dementieva is also angry and says that Dechy and herself are the real victims of the scandal. ""You have no idea what I have been through all these days. It's been too hard on me,"" she said. ""The WTA are trying to handle this problem by saying there are three victims, but I see only two victims in this story - me and Nathalie Dechy, who really have nothing to do with this. ""To be honest with you, I don't feel like I want to talk to Sveta at all. I'm just very upset with the way everything has happened.""",1
250,"Barcelona title hopes hit by loss  Barcelona's pursuit of the Spanish title took a blow on Sunday as they fell to a 2-0 defeat at home to Atletico Madrid.  Fernando Torres gave Athletico an ideal start with a goal in the first minute. Ronaldino wasted a second-half chance to equalise for Barca when he put a penalty wide, but Torres made no such mistake with a last-minute spot-kick. The defeat, coupled with Real Madrid's 4-0 win over Espanyol on Saturday, reduces Barca's lead to four points. Former Everton midfielder Thomas Gravesen scored his first goal for Real in the comfortable victory at the Bernabeu. Zinedine Zidane had opened the scoring before Raul bagged a brace. Gravesen, who replaced Zidane, completed the scoring in the 84th minute with a low shot. David Beckham, watched by Sven-Goran Eriksson, came off in the 67th minute with a shoulder injury but should be fit for England's game against Holland. England team-mate Michael Owen came on for Raul after 76 minutes with the game already won. Real have now won six consecutive Primera Liga games since coach Wanderley Luxemburgo took charge.",2
343,"Jansen suffers a further setback  Blackburn striker Matt Jansen faces three weeks out after surgery to treat a cartilage problem.  But central defender Lorenzo Amoruso is moving closer to fitness following a knee operation. Rovers' assistant manager Mark Bowen said: ""Matt had a small operation to trim knee cartilage. ""It's a tiny piece of work, which should be a fairly quick recovery. Lorenzo is also jogging for the first time, along with kicking a ball."" Jansen's career has been dogged by injury since a freak scooter accident two years ago.  He returned to first-team action soon after Mark Hughes' appointment as Blackburn boss and marked it with a goal against Portsmouth in his first appearance of the season. Bowen added: ""I'm guessing, but I reckon maybe two to three weeks before he is back in action completely."" The Rovers assistant boss forecast a longer time spell for Amoruso's availability for first-team duties. Bowen said: ""There's still some scar tissue present so it will be some weeks. ""It's a case of see how he goes. You can't put a real time on a comeback, we'll see how he progresses.""",2
548,"Robinson out of Six Nations  England captain Jason Robinson will miss the rest of the Six Nations because of injury.  Robinson, stand-in captain in the absence of Jonny Wilkinson, had been due to lead England in their final two games against Italy and Scotland. But the Sale full-back pulled out of the squad on Wednesday because of a torn ligament in his right thumb. The 30-year-old will undergo an operation on Friday but England have yet to name a replacement skipper.  Robinson said: ""This is very disappointing for me as this means I miss England's last two games in the Six Nations at Twickenham and two games for my club, Sale Sharks. ""But I'm looking to be back playing very early in April.""  Robinson picked up the injury in the 19-13 defeat to Ireland at Lansdowne Road on Saturday. And coach Andy Robinson said: ""I am hugely disappointed for Jason. ""As England captain he has been an immense figure during the autumn internationals and the Six Nations, leading by example at all times. I look forward to having him back in the England squad."" The announcement is the latest setback for Robinson's injury-depleted squad.  Among the key figures already missing are Jonny Wilkinson, Mike Tindall, Will Greenwood, Julian White and Phil Vickery - a list which leaves Robinson short on candidates for the now vacant captaincy role. Former England skipper Jeremy Guscott told BBC Radio Five Live his choice would be Matt Dawson, even though he is does not hold a regular starting place.  ""The obvious choice is Dawson"" said Guscott. ""Especially given that Harry Ellis did not have his best game at scrum-half on Saturday. ""Dawson has the credentials and the experience, even though his winning record at captain is not great. ""The other option in Martin Corry, who is the standout forward at the moment. ""Unfortunately England cannot rely on leaders on the field at the moment."" England will announce their squad for the 12 March game against Italy on Saturday.",0
476,"Morientes admits to Reds struggle  Liverpool striker Fernando Morientes has admited he is struggling to adapt to life in the Premiership.  The Spain interational has played twice for the club, losing both times, since his Â£6.3m move from Real Madrid. ""I am finding it hard to adapt but I am better now,"" the 28-year-old told Marca newspaper. ""It's surprising when you see things you are not used to. ""I am starting to get to know things, and my wife is looking for a house and a school for the kids."" Morientes admitted his difficulty with the English language ""worries me"" but that having a Spanish manager in Rafael Benitez has helped his cause. ""I can understand everything and that is a relief,"" he said.  Despite his concerns, he said he was relishing the move and said there was a ""certain magic"" about Anfield, which was far calmer than the Bernabeu. Since his arrival, Liverpool have lost 1-0 to Manchester United and 2-0 Southampton in the league, while he watched from the bench as Burnley knocked them out of the FA Cup. But he expects both the manager and the players to turn things around. ""The team has had a lot of changes and injuries and that is a handicap when you are looking for results but I am confident we will go a long way,"" he said. ""When you sign a coach like Benitez it is to let him work with a long-term view and that is what is happening. ""We are a historic club and fifth in the table but that is not a problem. The confidence that you get given here is incredible.""",2
715,"Moya sidesteps Davis Cup in 2005  Carlos Moya has chosen not to help Spain try and defend the Davis Cup crown they won in Seville in November.  Moya led Spain to victory over the USA but wants to focus on the Grand Slams in 2005, although insists he will return to the Davis Cup in 2006. ""After two years of total commitment with the Davis Cup team... I have taken this difficult decision to concentrate on the regular circuit,"" said Moya. ""They know that after this season they can count on me again if they so wish."" The 1998 French Open champion is determined to make an impact in the major events after spending much of the last eight years in the top 10. ""At the age of 29 I have set some tough goals in my professional career and this season I need to fix my objectives on specific dates and tournaments,"" he said. ""Since the Davis Cup in Seville I have been working on my condition as well as technical and medical aspects of my game which will allow me to come into the big events of the year in top form.""  Moya began 2005 with victory in the Chennai Open on Sunday.",1
305,"Beattie return calms attack fears  Everton striker James Beattie has been declared fit for training on Tuesday, despite suffering an alleged assault last Saturday.  Beattie, 27, is not believed to be as seriously hurt as some reports have suggested after being ""the victim of an unprovoked assault"" in Birmingham. He was on a night out with his girlfriend and two friends following Everton's 3-1 win over Aston Villa. ""He was shaken but not badly injured,"" said Everton spokesman Ian Ross. He added: ""He did speak to the police but will not be pressing charges. ""He has spoken to manager David Moyes about what happened."" Beattie was suspended for the win at Aston Villa after his red card against Chelsea and he will be available again for the Merseyside derby at Liverpool on 20 March.",2
639,"Ferrero eyes return to top form  Former world number one Juan Carlos Ferrero insists he can get back to his best despite a tough start to 2005.  The 2003 French Open champion has slipped to 64 in the world after a year of illness and injuries in 2004, but is confident that his form will return. ""I don't know when it is going to happen,"" Ferrero told BBC Sport. ""But I have a lot of confidence in me that I will be the same Juan Carlos as I was before, and very soon. I feel 100% again mentally."" The 25-year-old Spaniard joins a top field for the ABN AMRO World Tennis Tournament in Rotterdam this week as he looks to add to just two wins in 2005. He opens against Rainer Schuettler and potentially faces fourth seed David Nalbandian in the second round. ""Because I'm no longer seeded it's tougher,"" Ferrero admitted. ""I had to play against Joachim Johansson in the first round last week in Marseille.  ""In the past when I was a top seed I would have played a match like that in the quarters or semi-finals. ""This is the big difference but I have to do it to get higher in the rankings."" Despite this, Ferrero insists he is feeling positive after chicken pox and a rib injury destroyed last season. ""Physically I am 100% since December of last year,"" said Ferrero. ""I was working very hard before the Davis Cup final to prepare and I've felt 100% from then until now. ""The difficult moments were when I knew that I had the chicken pox and that it would take two or three months to recover. ""I had to start from zero again physically because the virus left me at zero per cent. ""When I started to come back I had my rib broken when I fell on court and that was another two months out. Those five months were pretty difficult for me.""  Among the low points of a difficult year for Ferrero was the decision of Spain captain Jordi Arrese to drop him for the Davis Cup final against the USA. ""It was difficult because I had been playing well for the whole year and the coaches told me that I would play,"" said Ferrero. ""But then I had some problems with my hand two days before the Friday matches so they decided to choose Nadal instead. ""It was difficult for me not to be in the Friday matches but I had to understand. ""Inside me I wanted to play but this was the decision of the captain and they had to make it.""",1
271,"Benitez issues warning to Gerrard  Liverpool manager Rafael Benitez has ordered captain Steven Gerrard not to play down their Champions League ambitions and be more positive.  Gerrard told the BBC Liverpool were unlikely to win the trophy this year. Benitez responded: ""I spoke to Steven and said to him that in future it's better to think we can win the Champions League. Why not?"" He said: ""We need winners here and everyone thinking only of winning. I always want to win.""  Benitez added: ""When we lose I only think of solutions. If you only think about winning the next game, you don't know what the draw will be. ""If we can win the next game, maybe we will draw a side that isn't so strong, or a side with injuries or suspensions."" Benitez is hoping to win his first trophy since arriving at Liverpool from Valencia when they play Chelsea in the Carling Cup on Sunday in Cardiff.",2
131,"Streak return could lift Zimbabwe  One-day international, Port Elizabeth: South Africa v Zimbabwe - starts Wednesday 1230 GMT  Trailing 2-0 in the one-day series, news of Streak's return has given the tourists a lift. But it is 12 months since his last international appearance and he will rely heavily on past experience. Boje leads South Africa in the absence of Graeme Smith, who is resting an ankle problem ahead of the Tests. The home side will also be without Jacques Kallis, Shaun Pollock, Makhaya Ntini and Andre Nel. Their absence offers Zimbabwe some hope of achieving only their third win in 21 one-day meetings between the two sides. The home side will give another opportunity to paceman Monde Zondeki, who took a wicket with his first ball in international cricket in December 2002, but has not been in favour since the following year's tour to England. He could share the new ball with Charl Langevedlt, with all-rounders Albie Morkel, Boje, Justin Kemp and Adam Bacher providing the bowling back-up.  N Boje (capt), A Bacher, M Boucher (Wkt), AB de Villiers, H Gibbs, J Kemp, C Langeveldt, A Morkel, A Prince, J Rudolph, M Zondeki.  T Taibu (capt, wkt), B Rogers, S Matsikenyeri, H Masakadza, B Taylor, S Williams, G Ewing, T Mupariwa, E Chigumbura, P Utseya, T Panyangara, D Hondo, C Mpofu, G Cremer, H Streak.",3
510,"Double injury blow strikes Wales  Wales centre Sonny Parker and number eight Ryan Jones will miss Saturday's game with Italy because of injury.  Parker has not recovered from a trapped nerve in his neck that kept him out of the win over England, and Tom Shanklin is expected to continue at centre. Jones damaged his collar bone after coming on as a replacement against England and joins flanker Colin Charvis (foot injury) on the sidelines. Meanwhile, Mike Ruddock may make Gavin Henson his first-choice kicker in Rome. The centre was Wales' hero in the 11-9 Six Nations win over England, landing a huge late penalty from wide out to clinch the game. First-choice kicker Stephen Jones handed over responsibility because of Henson's greater kicking range, but the fly-half had already missed a number of shots at goal. ""Our first aim was to get Gavin settled into the team, but giving him the kicks is something we'll talk about in selection this week,"" Wales coach Mike Ruddock told BBC Sport Wales. Henson himself says he is relishing all the media hype that has been heaped on him since last Saturday's game. ""I thrive on it and think it makes me perform better,"" he said. ""I'm glad it's a short week before the Italy game. There was so much build-up before England, but we fly out to Rome on Thursday and we'll be back playing again.""",0
70,"Tomlinson stays focused on Europe  Long jumper Chris Tomlinson has cut his schedule to ensure he is fully fit for the European Indoor Championships.  The 23-year-old has a minor injury and has pulled out of international meets in Madrid and Lievin this week as well as warm-weather training in Lanzarote. ""It's nothing serious,"" said his coach Peter Stanley. ""He strained a muscle in his abdomen at the Birmingham meeting but is back in full training."" Sprinter Mark Lewis-Francis will also not compete in Madrid on Thursday. The Birmingham athlete, who clocked a season's best of 6.61 seconds over 60m in Birmingham last week, also prefers to focus his attentions on next month's European Indoor Championships.  Lewis-Francis, who was runner-up to British team-mate Jason Gardener at the Europeans three years ago, will continue his training at home. Meanwhile, Tomlinson is still searching for this first major medal and this season he has shown he could be in the sort of form to grab a spot on the podium in Madrid. The Middlesbrough athlete jumped a season's best of 7.95m at the Birmingham Grand Prix - good enough to push world indoor champion Savante Stringfellow into second.",4
